FlightID,FlightNumber,Origin,Destination,AircraftID,ScheduledDeparture,ActualDeparture,ScheduledArrival,ActualArrival
F00583,AI936,VAZ,ZWZ,A005,2025-01-25 07:00:00,2025-01-25 07:43:00,2025-01-25 10:00:00,2025-01-25 10:43:00
F00584,AI839,GBR,CSV,A008,2025-01-25 08:00:00,2025-01-25 08:53:00,2025-01-25 11:00:00,2025-01-25 11:58:00
F00585,AI592,GBR,GBR,A003,2025-01-25 09:00:00,2025-01-25 09:13:00,2025-01-25 12:00:00,2025-01-25 13:39:00
F00586,AI425,FOL,HCU,A002,2025-01-25 10:00:00,2025-01-25 10:22:00,2025-01-25 13:00:00,2025-01-25 14:19:00
F00587,AI210,SSB,DIX,A009,2025-01-25 11:00:00,2025-01-25 11:46:00,2025-01-25 14:00:00,2025-01-25 15:15:00
F00588,AI792,DOC,XFU,A004,2025-01-25 12:00:00,2025-01-25 13:08:00,2025-01-25 15:00:00,2025-01-25 16:21:00
F00589,AI563,DOC,MHH,A008,2025-01-25 13:00:00,2025-01-25 13:11:00,2025-01-25 16:00:00,2025-01-25 16:11:00
F00590,AI477,VAZ,DDB,A004,2025-01-25 14:00:00,2025-01-25 14:59:00,2025-01-25 17:00:00,2025-01-25 17:11:00
F00591,AI698,FUO,XFU,A006,2025-01-25 15:00:00,2025-01-25 15:10:00,2025-01-25 18:00:00,2025-01-25 19:21:00
F00592,AI813,DIX,GBR,A009,2025-01-25 16:00:00,2025-01-25 16:49:00,2025-01-25 19:00:00,2025-01-25 19:35:00
F00593,AI359,DIX,PVI,A008,2025-01-25 17:00:00,2025-01-25 17:34:00,2025-01-25 20:00:00,2025-01-25 21:27:00
F00594,AI782,FOL,DIX,A000,2025-01-25 18:00:00,2025-01-25 19:08:00,2025-01-25 21:00:00,2025-01-25 22:00:00
F00595,AI598,GBR,CSV,A007,2025-01-25 19:00:00,2025-01-25 19:46:00,2025-01-25 22:00:00,2025-01-25 22:37:00
F00596,AI931,FOL,NBX,A009,2025-01-25 20:00:00,2025-01-25 20:45:00,2025-01-25 23:00:00,2025-01-25 23:53:00
F00597,AI894,PVI,PVI,A009,2025-01-25 21:00:00,2025-01-25 21:15:00,2025-01-26 00:00:00,2025-01-26 00:29:00
F00598,AI334,SSB,DIX,A003,2025-01-25 22:00:00,2025-01-25 22:16:00,2025-01-26 01:00:00,2025-01-26 01:55:00
F00599,AI262,DOC,FUO,A006,2025-01-25 23:00:00,2025-01-25 23:13:00,2025-01-26 02:00:00,2025-01-26 03:30:00
F00600,AI675,HCU,DDB,A004,2025-01-26 00:00:00,2025-01-26 00:44:00,2025-01-26 03:00:00,2025-01-26 03:53:00
F00601,AI664,NBX,WIO,A008,2025-01-26 01:00:00,2025-01-26 02:07:00,2025-01-26 04:00:00,2025-01-26 05:17:00
F00602,AI947,DIX,DOC,A004,2025-01-26 02:00:00,2025-01-26 02:50:00,2025-01-26 05:00:00,2025-01-26 05:18:00
F00603,AI179,SSB,CSV,A001,2025-01-26 03:00:00,2025-01-26 03:43:00,2025-01-26 06:00:00,2025-01-26 07:33:00
F00604,AI899,VAZ,SUQ,A005,2025-01-26 04:00:00,2025-01-26 04:38:00,2025-01-26 07:00:00,2025-01-26 07:56:00
F00605,AI976,NBX,MHH,A009,2025-01-26 05:00:00,2025-01-26 05:14:00,2025-01-26 08:00:00,2025-01-26 09:14:00
F00606,AI620,DOC,IGE,A004,2025-01-26 06:00:00,2025-01-26 06:36:00,2025-01-26 09:00:00,2025-01-26 09:30:00
F00607,AI272,NBX,CSV,A008,2025-01-26 07:00:00,2025-01-26 07:42:00,2025-01-26 10:00:00,2025-01-26 10:15:00
F00608,AI126,NBX,XCV,A004,2025-01-26 08:00:00,2025-01-26 09:06:00,2025-01-26 11:00:00,2025-01-26 12:35:00
F00609,AI947,JIQ,NBX,A007,2025-01-26 09:00:00,2025-01-26 09:55:00,2025-01-26 12:00:00,2025-01-26 12:34:00
F00610,AI758,DIX,WIO,A007,2025-01-26 10:00:00,2025-01-26 11:01:00,2025-01-26 13:00:00,2025-01-26 13:12:00
F00611,AI969,SUQ,CSV,A001,2025-01-26 11:00:00,2025-01-26 11:19:00,2025-01-26 14:00:00,2025-01-26 15:21:00
F00612,AI270,XCV,DIX,A009,2025-01-26 12:00:00,2025-01-26 13:03:00,2025-01-26 15:00:00,2025-01-26 16:25:00
F00613,AI999,DOC,WIO,A004,2025-01-26 13:00:00,2025-01-26 13:15:00,2025-01-26 16:00:00,2025-01-26 16:38:00
F00614,AI629,SSB,SSB,A005,2025-01-26 14:00:00,2025-01-26 14:43:00,2025-01-26 17:00:00,2025-01-26 18:15:00
F00615,AI518,WIO,PVI,A001,2025-01-26 15:00:00,2025-01-26 15:17:00,2025-01-26 18:00:00,2025-01-26 19:30:00
F00616,AI722,SUQ,VAZ,A006,2025-01-26 16:00:00,2025-01-26 16:40:00,2025-01-26 19:00:00,2025-01-26 20:32:00
F00617,AI776,IGE,FOL,A005,2025-01-26 17:00:00,2025-01-26 17:18:00,2025-01-26 20:00:00,2025-01-26 20:24:00
F00618,AI313,ZWZ,PVI,A000,2025-01-26 18:00:00,2025-01-26 19:04:00,2025-01-26 21:00:00,2025-01-26 21:31:00
F00619,AI548,GBR,GBR,A001,2025-01-26 19:00:00,2025-01-26 19:30:00,2025-01-26 22:00:00,2025-01-26 23:19:00
F00620,AI825,DIX,FUO,A005,2025-01-26 20:00:00,2025-01-26 20:17:00,2025-01-26 23:00:00,2025-01-26 23:43:00
F00621,AI800,SUQ,XCV,A009,2025-01-26 21:00:00,2025-01-26 21:13:00,2025-01-27 00:00:00,2025-01-27 00:12:00
F00622,AI514,VAZ,WIO,A001,2025-01-26 22:00:00,2025-01-26 22:31:00,2025-01-27 01:00:00,2025-01-27 01:37:00
F00623,AI370,XFU,XFU,A008,2025-01-26 23:00:00,2025-01-26 23:37:00,2025-01-27 02:00:00,2025-01-27 02:29:00
F00624,AI121,FUO,VAZ,A003,2025-01-27 00:00:00,2025-01-27 00:54:00,2025-01-27 03:00:00,2025-01-27 03:25:00
F00625,AI701,SSB,WIO,A009,2025-01-27 01:00:00,2025-01-27 01:13:00,2025-01-27 04:00:00,2025-01-27 05:21:00
F00626,AI237,ZWZ,WIO,A000,2025-01-27 02:00:00,2025-01-27 02:48:00,2025-01-27 05:00:00,2025-01-27 05:39:00
F00627,AI497,HCU,IGE,A000,2025-01-27 03:00:00,2025-01-27 03:30:00,2025-01-27 06:00:00,2025-01-27 06:45:00
F00628,AI275,SSB,DIX,A000,2025-01-27 04:00:00,2025-01-27 04:17:00,2025-01-27 07:00:00,2025-01-27 07:58:00
F00629,AI551,JIQ,XFU,A004,2025-01-27 05:00:00,2025-01-27 05:29:00,2025-01-27 08:00:00,2025-01-27 08:59:00
F00630,AI678,DIX,SSB,A007,2025-01-27 06:00:00,2025-01-27 06:41:00,2025-01-27 09:00:00,2025-01-27 10:30:00
F00631,AI154,ZWZ,MHH,A001,2025-01-27 07:00:00,2025-01-27 07:10:00,2025-01-27 10:00:00,2025-01-27 11:06:00
F00632,AI484,VAZ,GBR,A008,2025-01-27 08:00:00,2025-01-27 08:15:00,2025-01-27 11:00:00,2025-01-27 12:13:00
F00633,AI921,SSB,SSB,A000,2025-01-27 09:00:00,2025-01-27 09:37:00,2025-01-27 12:00:00,2025-01-27 13:38:00
F00634,AI188,MHH,SSB,A007,2025-01-27 10:00:00,2025-01-27 10:53:00,2025-01-27 13:00:00,2025-01-27 14:08:00
F00635,AI759,HCU,DDB,A003,2025-01-27 11:00:00,2025-01-27 11:40:00,2025-01-27 14:00:00,2025-01-27 14:15:00
F00636,AI702,SUQ,PVI,A004,2025-01-27 12:00:00,2025-01-27 12:19:00,2025-01-27 15:00:00,2025-01-27 16:01:00
F00637,AI514,DOC,WIO,A008,2025-01-27 13:00:00,2025-01-27 13:29:00,2025-01-27 16:00:00,2025-01-27 17:11:00
F00638,AI442,GBR,PVI,A004,2025-01-27 14:00:00,2025-01-27 14:17:00,2025-01-27 17:00:00,2025-01-27 18:33:00
F00639,AI338,XCV,JIQ,A004,2025-01-27 15:00:00,2025-01-27 15:31:00,2025-01-27 18:00:00,2025-01-27 18:27:00
F00640,AI618,ZWZ,MHH,A003,2025-01-27 16:00:00,2025-01-27 16:47:00,2025-01-27 19:00:00,2025-01-27 19:55:00
F00641,AI994,PVI,PVI,A006,2025-01-27 17:00:00,2025-01-27 17:38:00,2025-01-27 20:00:00,2025-01-27 21:12:00
F00642,AI566,XFU,FOL,A009,2025-01-27 18:00:00,2025-01-27 18:18:00,2025-01-27 21:00:00,2025-01-27 21:32:00
F00643,AI140,HCU,DOC,A007,2025-01-27 19:00:00,2025-01-27 19:53:00,2025-01-27 22:00:00,2025-01-27 22:19:00
F00644,AI591,FOL,WIO,A007,2025-01-27 20:00:00,2025-01-27 20:56:00,2025-01-27 23:00:00,2025-01-27 23:15:00
F00645,AI734,MHH,MHH,A004,2025-01-27 21:00:00,2025-01-27 21:10:00,2025-01-28 00:00:00,2025-01-28 01:26:00
F00646,AI204,SSB,MHH,A005,2025-01-27 22:00:00,2025-01-27 22:50:00,2025-01-28 01:00:00,2025-01-28 02:11:00
F00647,AI375,SSB,GBR,A000,2025-01-27 23:00:00,2025-01-28 00:01:00,2025-01-28 02:00:00,2025-01-28 02:52:00
F00648,AI953,XCV,DIX,A009,2025-01-28 00:00:00,2025-01-28 00:48:00,2025-01-28 03:00:00,2025-01-28 03:26:00
F00649,AI619,JIQ,FOL,A009,2025-01-28 01:00:00,2025-01-28 01:35:00,2025-01-28 04:00:00,2025-01-28 05:09:00
F00650,AI602,SUQ,ZWZ,A009,2025-01-28 02:00:00,2025-01-28 02:20:00,2025-01-28 05:00:00,2025-01-28 05:27:00
F00651,AI664,ZWZ,FOL,A004,2025-01-28 03:00:00,2025-01-28 04:01:00,2025-01-28 06:00:00,2025-01-28 07:18:00
F00652,AI760,JIQ,GBR,A001,2025-01-28 04:00:00,2025-01-28 04:44:00,2025-01-28 07:00:00,2025-01-28 08:10:00
F00653,AI503,ZWZ,SSB,A005,2025-01-28 05:00:00,2025-01-28 06:09:00,2025-01-28 08:00:00,2025-01-28 08:35:00
F00654,AI584,CSV,FUO,A001,2025-01-28 06:00:00,2025-01-28 06:33:00,2025-01-28 09:00:00,2025-01-28 09:24:00
F00655,AI371,VAZ,FOL,A002,2025-01-28 07:00:00,2025-01-28 07:42:00,2025-01-28 10:00:00,2025-01-28 11:11:00
F00656,AI285,WIO,GBR,A006,2025-01-28 08:00:00,2025-01-28 08:29:00,2025-01-28 11:00:00,2025-01-28 12:03:00
F00657,AI335,GBR,SUQ,A007,2025-01-28 09:00:00,2025-01-28 09:36:00,2025-01-28 12:00:00,2025-01-28 13:31:00
F00658,AI653,GBR,CSV,A004,2025-01-28 10:00:00,2025-01-28 10:24:00,2025-01-28 13:00:00,2025-01-28 13:39:00
F00659,AI473,PVI,SUQ,A005,2025-01-28 11:00:00,2025-01-28 11:42:00,2025-01-28 14:00:00,2025-01-28 15:20:00
F00660,AI263,MHH,MHH,A004,2025-01-28 12:00:00,2025-01-28 13:01:00,2025-01-28 15:00:00,2025-01-28 15:38:00
F00661,AI409,HCU,XFU,A009,2025-01-28 13:00:00,2025-01-28 13:16:00,2025-01-28 16:00:00,2025-01-28 17:24:00
F00662,AI972,GBR,ZWZ,A003,2025-01-28 14:00:00,2025-01-28 14:43:00,2025-01-28 17:00:00,2025-01-28 17:15:00
F00663,AI723,ZWZ,DDB,A002,2025-01-28 15:00:00,2025-01-28 15:54:00,2025-01-28 18:00:00,2025-01-28 19:34:00
F00664,AI951,CSV,IGE,A008,2025-01-28 16:00:00,2025-01-28 17:09:00,2025-01-28 19:00:00,2025-01-28 20:05:00
F00665,AI247,JIQ,PVI,A007,2025-01-28 17:00:00,2025-01-28 18:07:00,2025-01-28 20:00:00,2025-01-28 21:00:00
F00666,AI567,GBR,DOC,A007,2025-01-28 18:00:00,2025-01-28 19:00:00,2025-01-28 21:00:00,2025-01-28 22:36:00
F00667,AI170,SSB,HCU,A004,2025-01-28 19:00:00,2025-01-28 19:55:00,2025-01-28 22:00:00,2025-01-28 23:03:00
F00668,AI170,CSV,XCV,A007,2025-01-28 20:00:00,2025-01-28 20:51:00,2025-01-28 23:00:00,2025-01-28 23:20:00
F00669,AI589,DIX,CSV,A001,2025-01-28 21:00:00,2025-01-28 21:14:00,2025-01-29 00:00:00,2025-01-29 00:53:00
F00670,AI502,IGE,XFU,A001,2025-01-28 22:00:00,2025-01-28 23:07:00,2025-01-29 01:00:00,2025-01-29 02:09:00
F00671,AI679,SUQ,FUO,A002,2025-01-28 23:00:00,2025-01-28 23:39:00,2025-01-29 02:00:00,2025-01-29 02:40:00
F00672,AI519,GBR,NBX,A008,2025-01-29 00:00:00,2025-01-29 00:37:00,2025-01-29 03:00:00,2025-01-29 04:09:00
F00673,AI669,DDB,GBR,A000,2025-01-29 01:00:00,2025-01-29 01:27:00,2025-01-29 04:00:00,2025-01-29 04:24:00
F00674,AI194,MHH,VAZ,A004,2025-01-29 02:00:00,2025-01-29 02:45:00,2025-01-29 05:00:00,2025-01-29 05:58:00
F00675,AI371,FUO,FUO,A005,2025-01-29 03:00:00,2025-01-29 03:12:00,2025-01-29 06:00:00,2025-01-29 07:06:00
F00676,AI593,XFU,NBX,A005,2025-01-29 04:00:00,2025-01-29 04:30:00,2025-01-29 07:00:00,2025-01-29 08:15:00
F00677,AI335,XFU,GBR,A005,2025-01-29 05:00:00,2025-01-29 05:55:00,2025-01-29 08:00:00,2025-01-29 08:17:00
F00678,AI934,CSV,WIO,A000,2025-01-29 06:00:00,2025-01-29 07:07:00,2025-01-29 09:00:00,2025-01-29 10:19:00
F00679,AI213,XFU,GBR,A006,2025-01-29 07:00:00,2025-01-29 07:25:00,2025-01-29 10:00:00,2025-01-29 10:25:00
F00680,AI403,FUO,VAZ,A005,2025-01-29 08:00:00,2025-01-29 09:05:00,2025-01-29 11:00:00,2025-01-29 12:02:00
F00681,AI244,VAZ,SSB,A002,2025-01-29 09:00:00,2025-01-29 09:46:00,2025-01-29 12:00:00,2025-01-29 12:42:00
F00682,AI468,SUQ,HCU,A004,2025-01-29 10:00:00,2025-01-29 10:51:00,2025-01-29 13:00:00,2025-01-29 14:37:00
F00683,AI931,VAZ,JIQ,A007,2025-01-29 11:00:00,2025-01-29 11:14:00,2025-01-29 14:00:00,2025-01-29 15:28:00
F00684,AI196,PVI,ZWZ,A000,2025-01-29 12:00:00,2025-01-29 12:59:00,2025-01-29 15:00:00,2025-01-29 15:44:00
F00685,AI241,SUQ,SSB,A008,2025-01-29 13:00:00,2025-01-29 14:00:00,2025-01-29 16:00:00,2025-01-29 16:39:00
F00686,AI774,NBX,WIO,A008,2025-01-29 14:00:00,2025-01-29 14:23:00,2025-01-29 17:00:00,2025-01-29 18:01:00
F00687,AI984,SSB,DIX,A004,2025-01-29 15:00:00,2025-01-29 15:40:00,2025-01-29 18:00:00,2025-01-29 19:39:00
F00688,AI158,PVI,FOL,A005,2025-01-29 16:00:00,2025-01-29 16:55:00,2025-01-29 19:00:00,2025-01-29 20:03:00
F00689,AI942,DIX,XFU,A004,2025-01-29 17:00:00,2025-01-29 17:33:00,2025-01-29 20:00:00,2025-01-29 20:14:00
F00690,AI781,HCU,XCV,A009,2025-01-29 18:00:00,2025-01-29 18:44:00,2025-01-29 21:00:00,2025-01-29 22:14:00
F00691,AI240,ZWZ,IGE,A005,2025-01-29 19:00:00,2025-01-29 19:45:00,2025-01-29 22:00:00,2025-01-29 22:36:00
F00692,AI700,DIX,NBX,A001,2025-01-29 20:00:00,2025-01-29 20:19:00,2025-01-29 23:00:00,2025-01-30 00:34:00
F00693,AI672,IGE,SSB,A005,2025-01-29 21:00:00,2025-01-29 21:36:00,2025-01-30 00:00:00,2025-01-30 00:15:00
F00694,AI303,HCU,NBX,A000,2025-01-29 22:00:00,2025-01-29 23:05:00,2025-01-30 01:00:00,2025-01-30 02:38:00
F00695,AI107,DDB,NBX,A007,2025-01-29 23:00:00,2025-01-29 23:36:00,2025-01-30 02:00:00,2025-01-30 02:27:00
F00696,AI133,WIO,DOC,A009,2025-01-30 00:00:00,2025-01-30 01:04:00,2025-01-30 03:00:00,2025-01-30 04:18:00
F00697,AI982,HCU,VAZ,A002,2025-01-30 01:00:00,2025-01-30 01:32:00,2025-01-30 04:00:00,2025-01-30 05:06:00
F00698,AI514,FOL,DDB,A005,2025-01-30 02:00:00,2025-01-30 02:22:00,2025-01-30 05:00:00,2025-01-30 05:42:00
F00699,AI671,SUQ,JIQ,A009,2025-01-30 03:00:00,2025-01-30 03:25:00,2025-01-30 06:00:00,2025-01-30 07:31:00
F00700,AI816,ZWZ,MHH,A004,2025-01-30 04:00:00,2025-01-30 04:44:00,2025-01-30 07:00:00,2025-01-30 08:22:00
F00701,AI873,FUO,GBR,A004,2025-01-30 05:00:00,2025-01-30 05:36:00,2025-01-30 08:00:00,2025-01-30 09:23:00
F00702,AI716,HCU,GBR,A007,2025-01-30 06:00:00,2025-01-30 07:01:00,2025-01-30 09:00:00,2025-01-30 09:41:00
F00703,AI602,XFU,DOC,A000,2025-01-30 07:00:00,2025-01-30 07:48:00,2025-01-30 10:00:00,2025-01-30 11:23:00
F00704,AI831,VAZ,SUQ,A007,2025-01-30 08:00:00,2025-01-30 08:56:00,2025-01-30 11:00:00,2025-01-30 11:58:00
F00705,AI806,XFU,SSB,A002,2025-01-30 09:00:00,2025-01-30 09:26:00,2025-01-30 12:00:00,2025-01-30 12:42:00
F00706,AI209,NBX,JIQ,A003,2025-01-30 10:00:00,2025-01-30 10:57:00,2025-01-30 13:00:00,2025-01-30 13:24:00
F00707,AI584,VAZ,NBX,A005,2025-01-30 11:00:00,2025-01-30 12:08:00,2025-01-30 14:00:00,2025-01-30 15:11:00
F00708,AI672,HCU,FUO,A003,2025-01-30 12:00:00,2025-01-30 12:50:00,2025-01-30 15:00:00,2025-01-30 16:37:00
F00709,AI455,NBX,SUQ,A001,2025-01-30 13:00:00,2025-01-30 13:10:00,2025-01-30 16:00:00,2025-01-30 16:42:00
F00710,AI995,WIO,NBX,A000,2025-01-30 14:00:00,2025-01-30 14:20:00,2025-01-30 17:00:00,2025-01-30 18:06:00
F00711,AI898,FOL,SUQ,A006,2025-01-30 15:00:00,2025-01-30 15:21:00,2025-01-30 18:00:00,2025-01-30 18:38:00
F00712,AI451,CSV,WIO,A007,2025-01-30 16:00:00,2025-01-30 16:23:00,2025-01-30 19:00:00,2025-01-30 19:53:00
F00713,AI993,FOL,DOC,A006,2025-01-30 17:00:00,2025-01-30 17:17:00,2025-01-30 20:00:00,2025-01-30 21:00:00
F00714,AI199,XFU,IGE,A009,2025-01-30 18:00:00,2025-01-30 18:40:00,2025-01-30 21:00:00,2025-01-30 21:56:00
F00715,AI802,XCV,ZWZ,A000,2025-01-30 19:00:00,2025-01-30 19:16:00,2025-01-30 22:00:00,2025-01-30 23:22:00
F00716,AI105,FUO,NBX,A005,2025-01-30 20:00:00,2025-01-30 20:55:00,2025-01-30 23:00:00,2025-01-30 23:47:00
F00717,AI347,GBR,FUO,A000,2025-01-30 21:00:00,2025-01-30 22:03:00,2025-01-31 00:00:00,2025-01-31 00:12:00
F00718,AI332,DDB,ZWZ,A000,2025-01-30 22:00:00,2025-01-30 22:40:00,2025-01-31 01:00:00,2025-01-31 01:27:00
F00719,AI609,CSV,JIQ,A007,2025-01-30 23:00:00,2025-01-30 23:25:00,2025-01-31 02:00:00,2025-01-31 02:25:00
F00720,AI958,XFU,VAZ,A004,2025-01-31 00:00:00,2025-01-31 00:51:00,2025-01-31 03:00:00,2025-01-31 04:17:00
F00721,AI418,ZWZ,XCV,A003,2025-01-31 01:00:00,2025-01-31 01:48:00,2025-01-31 04:00:00,2025-01-31 05:35:00
F00722,AI381,XFU,XCV,A002,2025-01-31 02:00:00,2025-01-31 03:03:00,2025-01-31 05:00:00,2025-01-31 05:32:00
F00723,AI330,HCU,XFU,A007,2025-01-31 03:00:00,2025-01-31 03:53:00,2025-01-31 06:00:00,2025-01-31 07:32:00
F00724,AI109,DOC,XCV,A001,2025-01-31 04:00:00,2025-01-31 04:28:00,2025-01-31 07:00:00,2025-01-31 07:17:00
F00725,AI607,FOL,IGE,A006,2025-01-31 05:00:00,2025-01-31 05:17:00,2025-01-31 08:00:00,2025-01-31 09:05:00
F00726,AI463,GBR,IGE,A008,2025-01-31 06:00:00,2025-01-31 06:38:00,2025-01-31 09:00:00,2025-01-31 09:59:00
F00727,AI621,DDB,SUQ,A000,2025-01-31 07:00:00,2025-01-31 07:11:00,2025-01-31 10:00:00,2025-01-31 10:36:00
F00728,AI449,IGE,ZWZ,A004,2025-01-31 08:00:00,2025-01-31 08:51:00,2025-01-31 11:00:00,2025-01-31 11:14:00
F00729,AI193,DIX,CSV,A001,2025-01-31 09:00:00,2025-01-31 09:12:00,2025-01-31 12:00:00,2025-01-31 13:39:00
F00730,AI179,WIO,MHH,A002,2025-01-31 10:00:00,2025-01-31 11:00:00,2025-01-31 13:00:00,2025-01-31 13:36:00
F00731,AI412,SSB,GBR,A000,2025-01-31 11:00:00,2025-01-31 11:38:00,2025-01-31 14:00:00,2025-01-31 15:10:00
F00732,AI687,DDB,DIX,A000,2025-01-31 12:00:00,2025-01-31 12:24:00,2025-01-31 15:00:00,2025-01-31 16:33:00
F00733,AI532,ZWZ,DIX,A004,2025-01-31 13:00:00,2025-01-31 13:47:00,2025-01-31 16:00:00,2025-01-31 17:28:00
F00734,AI331,PVI,DDB,A006,2025-01-31 14:00:00,2025-01-31 14:37:00,2025-01-31 17:00:00,2025-01-31 17:28:00
F00735,AI856,VAZ,DOC,A008,2025-01-31 15:00:00,2025-01-31 16:04:00,2025-01-31 18:00:00,2025-01-31 18:46:00
F00736,AI476,MHH,PVI,A009,2025-01-31 16:00:00,2025-01-31 16:46:00,2025-01-31 19:00:00,2025-01-31 19:30:00
F00737,AI490,JIQ,WIO,A004,2025-01-31 17:00:00,2025-01-31 17:41:00,2025-01-31 20:00:00,2025-01-31 20:13:00
F00738,AI981,DDB,GBR,A001,2025-01-31 18:00:00,2025-01-31 18:39:00,2025-01-31 21:00:00,2025-01-31 21:28:00
F00739,AI876,DDB,PVI,A005,2025-01-31 19:00:00,2025-01-31 20:00:00,2025-01-31 22:00:00,2025-01-31 23:27:00
F00740,AI248,XFU,GBR,A007,2025-01-31 20:00:00,2025-01-31 20:56:00,2025-01-31 23:00:00,2025-02-01 00:01:00
F00741,AI337,CSV,DIX,A009,2025-01-31 21:00:00,2025-01-31 21:39:00,2025-02-01 00:00:00,2025-02-01 00:59:00
F00742,AI394,FOL,NBX,A005,2025-01-31 22:00:00,2025-01-31 23:00:00,2025-02-01 01:00:00,2025-02-01 01:41:00
F00743,AI304,FUO,PVI,A004,2025-01-31 23:00:00,2025-01-31 23:43:00,2025-02-01 02:00:00,2025-02-01 02:28:00
F00744,AI860,DOC,DDB,A005,2025-02-01 00:00:00,2025-02-01 00:22:00,2025-02-01 03:00:00,2025-02-01 03:22:00
F00745,AI894,WIO,PVI,A003,2025-02-01 01:00:00,2025-02-01 01:42:00,2025-02-01 04:00:00,2025-02-01 05:21:00
F00746,AI592,SSB,DDB,A000,2025-02-01 02:00:00,2025-02-01 02:51:00,2025-02-01 05:00:00,2025-02-01 05:55:00
F00747,AI775,IGE,WIO,A008,2025-02-01 03:00:00,2025-02-01 03:26:00,2025-02-01 06:00:00,2025-02-01 07:30:00
F00748,AI900,GBR,DOC,A003,2025-02-01 04:00:00,2025-02-01 04:12:00,2025-02-01 07:00:00,2025-02-01 08:15:00
F00749,AI467,PVI,NBX,A007,2025-02-01 05:00:00,2025-02-01 05:18:00,2025-02-01 08:00:00,2025-02-01 09:38:00
F00750,AI389,VAZ,FUO,A008,2025-02-01 06:00:00,2025-02-01 07:01:00,2025-02-01 09:00:00,2025-02-01 09:26:00
F00751,AI493,DIX,VAZ,A000,2025-02-01 07:00:00,2025-02-01 07:20:00,2025-02-01 10:00:00,2025-02-01 10:55:00
F00752,AI727,JIQ,ZWZ,A006,2025-02-01 08:00:00,2025-02-01 08:58:00,2025-02-01 11:00:00,2025-02-01 11:47:00
F00753,AI232,XCV,IGE,A005,2025-02-01 09:00:00,2025-02-01 09:36:00,2025-02-01 12:00:00,2025-02-01 13:00:00
F00754,AI951,JIQ,FUO,A000,2025-02-01 10:00:00,2025-02-01 10:37:00,2025-02-01 13:00:00,2025-02-01 13:34:00
F00755,AI897,VAZ,VAZ,A008,2025-02-01 11:00:00,2025-02-01 12:06:00,2025-02-01 14:00:00,2025-02-01 14:58:00
F00756,AI222,CSV,HCU,A003,2025-02-01 12:00:00,2025-02-01 13:06:00,2025-02-01 15:00:00,2025-02-01 16:26:00
F00757,AI510,WIO,CSV,A001,2025-02-01 13:00:00,2025-02-01 13:11:00,2025-02-01 16:00:00,2025-02-01 16:14:00
F00758,AI463,XFU,FUO,A008,2025-02-01 14:00:00,2025-02-01 14:10:00,2025-02-01 17:00:00,2025-02-01 18:01:00
F00759,AI612,FOL,NBX,A003,2025-02-01 15:00:00,2025-02-01 15:15:00,2025-02-01 18:00:00,2025-02-01 18:56:00
F00760,AI989,FUO,VAZ,A000,2025-02-01 16:00:00,2025-02-01 16:34:00,2025-02-01 19:00:00,2025-02-01 19:50:00
F00761,AI582,IGE,HCU,A008,2025-02-01 17:00:00,2025-02-01 17:44:00,2025-02-01 20:00:00,2025-02-01 20:24:00
F00762,AI334,FOL,GBR,A005,2025-02-01 18:00:00,2025-02-01 18:25:00,2025-02-01 21:00:00,2025-02-01 21:20:00
F00763,AI771,PVI,NBX,A002,2025-02-01 19:00:00,2025-02-01 19:13:00,2025-02-01 22:00:00,2025-02-01 22:37:00
F00764,AI826,GBR,XCV,A003,2025-02-01 20:00:00,2025-02-01 20:56:00,2025-02-01 23:00:00,2025-02-02 00:28:00
F00765,AI482,ZWZ,FOL,A009,2025-02-01 21:00:00,2025-02-01 21:47:00,2025-02-02 00:00:00,2025-02-02 00:23:00
F00766,AI747,HCU,SUQ,A007,2025-02-01 22:00:00,2025-02-01 22:53:00,2025-02-02 01:00:00,2025-02-02 01:14:00
F00767,AI467,DOC,XFU,A008,2025-02-01 23:00:00,2025-02-01 23:29:00,2025-02-02 02:00:00,2025-02-02 03:36:00
F00768,AI542,DOC,FUO,A007,2025-02-02 00:00:00,2025-02-02 00:34:00,2025-02-02 03:00:00,2025-02-02 03:25:00
F00769,AI384,DOC,VAZ,A006,2025-02-02 01:00:00,2025-02-02 01:16:00,2025-02-02 04:00:00,2025-02-02 04:39:00
F00770,AI467,SSB,CSV,A002,2025-02-02 02:00:00,2025-02-02 02:30:00,2025-02-02 05:00:00,2025-02-02 06:28:00
F00771,AI510,MHH,DOC,A007,2025-02-02 03:00:00,2025-02-02 03:16:00,2025-02-02 06:00:00,2025-02-02 06:52:00
F00772,AI885,SUQ,VAZ,A004,2025-02-02 04:00:00,2025-02-02 04:38:00,2025-02-02 07:00:00,2025-02-02 07:35:00
F00773,AI884,SSB,CSV,A002,2025-02-02 05:00:00,2025-02-02 06:01:00,2025-02-02 08:00:00,2025-02-02 09:25:00
F00774,AI831,VAZ,WIO,A000,2025-02-02 06:00:00,2025-02-02 06:16:00,2025-02-02 09:00:00,2025-02-02 09:32:00
F00775,AI389,XFU,ZWZ,A005,2025-02-02 07:00:00,2025-02-02 07:12:00,2025-02-02 10:00:00,2025-02-02 10:53:00
F00776,AI987,XCV,XCV,A004,2025-02-02 08:00:00,2025-02-02 08:38:00,2025-02-02 11:00:00,2025-02-02 12:34:00
